IDчека,Дата и время,ИНН,IDПользователя,Товар,Бренд,Теги,Цена,Кол-во,Сумма,Кэшбэк
0270ddd3279c9b5a0400236758b64a52,08.01.2020 21:03,7825706086,8e946d776f90b66c1def4bf2b95360ca,3455564 к.ц.сухофрукты и орехи 100г,,сухофрукты; продукты; бакалея,39.99,1.0,39.99,
0270ddd3279c9b5a0400236758b64a52,08.01.2020 21:03,7825706086,8e946d776f90b66c1def4bf2b95360ca,3606105 инск.батончик ломайка 250г,,хлеб и сладости; кондитерские изделия; батончик; продукты,16.19,1.0,16.19,
0270ddd3279c9b5a0400236758b64a52,08.01.2020 21:03,7825706086,8e946d776f90b66c1def4bf2b95360ca,3669328 nutberry арахис жар.солен.220г,,снеки; арахис; орехи; продукты,74.99,1.0,74.99,
0270ddd3279c9b5a0400236758b64a52,08.01.2020 21:03,7825706086,8e946d776f90b66c1def4bf2b95360ca,3970315 sh.корм pl.лом.в с.гов.д/к 85г,,корм; влажный корм для кошек; корм для кошек; товары для животных,21.99,1.0,21.99,
0272262218a1732aa4f688a7fdf89595,28.01.2020 18:18,2310031475,d807c344b9b3cda0ae4a17f6aa5c7b71,discreet deo ежедн прокладки spring breeze 20шт(,discreet,красота и здоровье; прокладки; личная гигиена,69.0,1.0,69.0,1.0
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,ананасы green ray кусочки в сиропе 850мл,,ананасы; продукты; фрукты; консервы,139.89,1.0,139.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,бейкитсы hammock пикант папр на гр 140г,,,86.89,1.0,86.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,"гель д/стирки persil сов 1,95 л",persil,гель для стирки; уход за бельем; хозяйственные товары,344.36,1.0,344.36,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,горошек зел heinz консервирован.390г,heinz,горошек; продукты; овощные; консервы,48.89,1.0,48.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,грибы шампиньоны вес 1кг,,,229.98,0.596,137.07,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,"кондиц д/б lenor амет цвет букет 1,8л",lenor,уход за бельем; хозяйственные товары; кондиционер для белья,177.15,1.0,177.15,17.72
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,корм whiskas мини-филе куриц желе 85г,whiskas,товары для животных; влажный корм для кошек; корм для кошек; корм,14.89,1.0,14.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,корм д/кош whiskas желе с курицей 85г,whiskas,,14.89,1.0,14.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,корм д/кош whiskas желе с лососем 85г,whiskas,влажный корм для кошек; корм для кошек; товары для животных; корм,14.89,2.0,29.78,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,корм д/кош whiskas рагу с телятиной 85г,whiskas,корм; товары для животных; корм для кошек; влажный корм для кошек,14.89,2.0,29.78,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,корм д/кошек whiskas желе кролик 85г,whiskas,товары для животных; корм; влажный корм для кошек; корм для кошек,14.89,1.0,14.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,кукуруза heinz консервированная ж/б 340г,heinz,консервы; кукуруза; овощные; продукты,48.89,1.0,48.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,макароны federici перья рифл.цельноз№66,,,35.89,1.0,35.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,"масло подсолн золотая семечка раф 1,0л",,,69.89,1.0,69.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,нап вин santo stefano особкрп/слрос0.75l,,алкоголь; напиток винный; вино,169.99,1.0,169.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,"напит пив kronenbourg ар 4,5% ж/б 0.45l",kronenbourg,пиво; напиток пивной; алкоголь,56.89,1.0,56.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,носки муж omsa classic 203 grigio scuro,,,69.99,1.0,69.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,носки муж omsa classic 203 nero,,,69.99,1.0,69.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,огурцы среднеплодные колючие вес,,продукты; овощи; огурцы; овощи/фрукты/ягоды,80.0,0.218,17.44,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,пакет лента майка 12кг,лента,,6.99,1.0,6.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,пакет лента майка 9кг,лента,прочее; упаковка; пакеты,3.79,1.0,3.79,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,перец красный вес 1кг,,овощи; продукты; овощи/фрукты/ягоды; перец,130.0,0.366,47.58,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,пиво bud светлое 5% ст 0.47l,bud,пиво; пиво светлое; алкоголь,42.89,1.0,42.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,"пиво edelweiss пшенсвнеф 5,5%ст0.45l",edelweiss,пиво; алкоголь,57.89,1.0,57.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,пончик берлинер с вареной сгущен вес,,,200.0,0.383,76.6,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,свинина корейка б/к кусок охл вес,,мясные деликатесы; продукты; корейка; мясо/рыба,236.99,1.441,341.5,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,свинина корейка б/к кусок охл вес,,мясные деликатесы; продукты; корейка; мясо/рыба,236.99,1.483,351.46,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,соус чим-чим д/свин.кисл-слад.соус 150г,чим-чим,продукты; соус; кисло-сладкий; соус/майонез/кетчуп,85.99,1.0,85.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,томаты черри 250г,,,67.69,1.0,67.69,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,чай greenfield flying dragon зел. 25пак,greenfield,зелёный; продукты; завариваемые напитки; чай,59.89,1.0,59.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,чай tess санрайз черный 100 пак 180г,,черный; чай; завариваемые напитки; продукты,138.89,1.0,138.89,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,чипсы bon giorno креветка в бел вине 90г,,чипсы; снеки; продукты,89.99,1.0,89.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,чипсы bon giorno сыр дорблю 90г,,снеки; продукты; чипсы,99.99,1.0,99.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,шампиньоны 365 дней резаные 425мл,365 дней,грибные; шампиньоны; консервы; продукты,49.99,1.0,49.99,
0272818a2caf0ef4ea6cd2b73c5df2e2,28.11.2019 19:04,7814148471,a0fbe5d986f3daee2e261327a5c2f16f,щетка lentel д/льда с ал руч 74см cn2208,,,259.99,1.0,259.99,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,жидк.крем-мыло creamy 1250мл асс.ал,,личная гигиена; мыло; красота и здоровье,55.0,1.0,55.0,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,з/паста blend-a-med 3d white 100мл асс,blend-a-med,зубная паста; красота и здоровье; уход за полостью рта,77.0,1.0,77.0,7.7
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,лапша биг ланч дагшан по-корейски 90г.,,лапша; продукты; продукты быстрого приготовления; бакалея,27.5,1.0,27.5,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,лапша роллтон лоток в асс-те 90г,,продукты быстрого приготовления; лапша; бакалея; продукты,27.5,1.0,27.5,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,пакет майка п/э,,,2.0,1.0,2.0,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,перекись водорода 100 мл,,,12.5,1.0,12.5,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,тетрадь 48л а5ф клетка на скобе,,,18.3,2.0,36.6,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,тетрадь а5 80л клетка проф,,,27.5,2.0,55.0,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,хлоргексидин 100 мл,,,12.5,1.0,12.5,
0273eff8c6c41aaa43aac91b12b0e6ba,20.11.2019 11:57,5047085094,f5698c0db657df084cbb094c4c30a082,шапка мужская в асс. фф,,,99.0,1.0,99.0,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,felix kорм д/кош желе говядина 85г (нестле):24,felix,влажный корм для кошек; корм; корм для кошек; товары для животных,22.9,5.0,114.5,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,felix kорм д/кош желе кролик 85г (нестле):24,felix,влажный корм для кошек; товары для животных; корм для кошек; корм,22.9,3.0,68.7,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,felix kорм д/кош желе курица 85г пауч (нестле):24,felix,корм для кошек; влажный корм для кошек; товары для животных; корм,22.9,3.0,68.7,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,felix kорм конс д/кош желе лосось 85г(нестле):24,felix,влажный корм для кошек; корм для кошек; товары для животных; корм,22.9,3.0,68.7,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,friskies корм д/кош курица в подливе 85г (нестле):24,friskies,товары для животных; влажный корм для кошек; корм для кошек; корм,10.9,5.0,54.5,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,friskies корм д/кош утка в подливе 85г (нестле):24,friskies,влажный корм для кошек; корм для кошек; товары для животных; корм,10.9,5.0,54.5,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,kamis приправа кумин (зира) 15г(камис):26,,продукты; бакалея; приправы и специи,45.9,1.0,45.9,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,kamis приправа к плову 25г(маккормик):30,,бакалея; продукты; приправы и специи,45.9,1.0,45.9,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,kitekat kорм д/кош сух мясной пир 350г п/уп(марс):18,kitekat,товары для животных; сухой корм для кошек; корм; корм для кошек,57.9,1.0,57.9,
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,old spice дез гель kilimanjaro/whitewater 80г (проктер) :6,old spice,дезодорант/антиперсперант; личная гигиена; красота и здоровье,199.0,1.0,199.0,20.9
027448b5897e7d11bbb5222cd5d2ea15,10.11.2019 15:13,2310031475,9a05e123cf3c979139f1dcc991dd987d,perfect fit kорм д/взр кош влаж с говядиной85г(марс):24,,влажный корм для кошек; товары для животных; корм; корм для кошек,24.9,3.0,74.7,
